date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:39:25	20219/20219	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bdc7ddb-4efb%22	http://preview.uideck.com/items/material/assets/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/assets/js/jquery.magnific-popup.min.js	(from http://preview.uideck.com/items/material/)
11:39:26	8744/8744	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bdc7de5-416c%22	http://preview.uideck.com/items/material/assets/js/jquery.slicknav.js	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/assets/js/jquery.slicknav.js	(from http://preview.uideck.com/items/material/)
11:39:27	4486/4486	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bdc7dec-1186%22	http://preview.uideck.com/items/material/assets/js/main.js	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/assets/js/main.js	(from http://preview.uideck.com/items/material/)
11:39:45	292776/292776	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225bdc7e27-477a8%22	http://preview.uideck.com/items/material/assets/fonts/materialdesignicons-webfont.eot?v=2.0.46	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/assets/fonts/materialdesignicons-webfontdf71.eot	(from http://preview.uideck.com/items/material/assets/css/materialdesignicons.min.css)
11:39:46	109248/109248	---M--	200	added ('OK')	application/octet-stream	etag:%225bdc7e22-1aac0%22	http://preview.uideck.com/items/material/assets/fonts/materialdesignicons-webfont.woff2?v=2.0.46	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/assets/fonts/materialdesignicons-webfontdf71.woff2	(from http://preview.uideck.com/items/material/assets/css/materialdesignicons.min.css)
11:39:50	155/155	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2022%20Feb%202019%2006:09:52%20GMT	http://preview.uideck.com/items/material/assets/css/grabbing.png	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/assets/css/grabbing.59.delayed	(from http://preview.uideck.com/items/material/assets/css/owl.carousel.css)
11:39:51	292776/292776	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225bdc7e27-477a8%22	http://preview.uideck.com/items/material/assets/fonts/materialdesignicons-webfont.eot?	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/assets/fonts/materialdesignicons-webfontd41d.eot	(from http://preview.uideck.com/items/material/assets/css/materialdesignicons.min.css)
11:39:52	144072/144072	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225bdc7e28-232c8%22	http://preview.uideck.com/items/material/assets/fonts/materialdesignicons-webfont.woff?v=2.0.46	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/assets/fonts/materialdesignicons-webfontdf71.woff	(from http://preview.uideck.com/items/material/assets/css/materialdesignicons.min.css)
11:39:53	27888/27888	---M--	200	added ('OK')	image/jpeg	etag:%225bdda11a-6cf0%22	http://preview.uideck.com/items/material/assets/images/testimonial/testimonial_bg.jpg	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/assets/images/testimonial/testimonial_bg.jpg	(from http://preview.uideck.com/items/material/assets/css/style.css)
11:39:59	13861/13861	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Nov%202018%2016:41:31%20GMT	http://preview.uideck.com/items/material/team-single.html	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/team-single.html	(from http://preview.uideck.com/items/material/team.html)
11:40:01	3658/3658	---M--	200	added ('OK')	image/png	etag:%225bdda129-e4a%22	http://preview.uideck.com/items/material/assets/images/bicycle.png	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/assets/images/bicycle.png	(from http://preview.uideck.com/items/material/pricing.html)
11:40:02	3984/3984	---M--	200	added ('OK')	image/png	etag:%225bdda124-f90%22	http://preview.uideck.com/items/material/assets/images/vespa-1.png	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/assets/images/vespa-1.png	(from http://preview.uideck.com/items/material/pricing.html)
11:40:04	3338/3338	---M--	200	added ('OK')	image/png	etag:%225bdda128-d0a%22	http://preview.uideck.com/items/material/assets/images/car.png	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/assets/images/car.png	(from http://preview.uideck.com/items/material/pricing.html)
11:40:05	3363/3363	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bdc7df6-14e2%22	http://preview.uideck.com/items/material/assets/js/map.js	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/assets/js/map.js	(from http://preview.uideck.com/items/material/map.html)
11:40:08	134151/134151	---M--	200	added ('OK')	image/jpeg	etag:%225bdda0f5-20c07%22	http://preview.uideck.com/items/material/assets/images/slider/slide_1.jpg	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/assets/images/slider/slide_1.jpg	(from http://preview.uideck.com/items/material/index-2.html)
11:40:18	50530/50530	---M--	200	added ('OK')	image/jpeg	etag:%225bdda104-c562%22	http://preview.uideck.com/items/material/assets/images/blog/featured5.jpg	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/assets/images/blog/featured5.jpg	(from http://preview.uideck.com/items/material/blog.html)
